0	3213
0	730
1	4373
2	3213
3	3213
4	5219
5	9020
5	2765
6	9643
6	3213
7	1480
7	3213
8	3213
8	7055
9	3213
10	3213
10	374
11	3539
11	1551
11	5527
12	3213
13	3497
14	1549
14	621
14	3282
14	847
14	5324
14	8603
14	3213
15	456
15	1933
15	1401
15	4027
15	3991
15	6042
15	1406
16	1195
16	7498
16	8893
16	7055
16	8648
16	9636
16	5031
17	6941
17	6686
17	4533
17	6607
17	3128
17	2401
17	7122
17	4670
18	2333
19	6127
20	7055
20	4734
21	6589
22	774
23	3213
24	1245
25	1845
26	694
27	1011
28	7055
29	3213
30	1318
31	178
31	7055
31	3738
32	8056
32	6571
32	9590
32	4877
32	7756
32	3213
33	3213
34	3497
35	1369
36	3213
37	6299
37	5227
38	5634
38	8324
38	9824
38	9825
38	8926
38	9641
38	2487
38	9826
38	1011
38	2401
38	3667
38	4582
38	7586
38	3007
38	9827
38	9828
38	4416
38	4073
38	5826
38	6054
38	1009
38	890
38	2767
38	9829
38	3015
38	6992
38	6334
38	9137
38	7187
38	9830
38	627
38	9096
38	1508
38	9831
38	6158
38	3361
38	567
38	442
38	4853
38	236
38	5055
38	7137
38	6607
38	8729
38	547
38	2560
38	3858
38	1268
38	3819
38	56
38	1115
38	5431
38	1269
38	9832
38	9833
38	289
38	4710
38	7314
38	638
38	8106
38	6085
38	9834
38	9835
38	6896
38	9779
38	6974
38	8739
38	7847
39	8310
39	4533
39	2923
39	8384
39	9638
39	1468
39	3577
39	9836
40	5960
40	3744
40	9283
40	1769
40	7222
40	4815
40	2820
41	4073
42	1028
43	3213
43	8809
43	7923
43	4941
44	5318
44	5217
44	8410
44	7220
44	7055
44	3974
44	836
44	1268
44	6925
45	3213
46	7412
47	8603
47	3261
48	5217
49	131
49	9639
49	3213
50	9491
50	4533
50	9837
50	3872
50	9838
50	6678
50	9839
50	4582
50	8978
50	4416
50	657
50	9751
50	9424
50	5647
50	5606
50	9840
50	9832
50	5956
50	1298
50	9841
50	4082
50	9842
50	9843
50	6607
50	9844
50	1517
50	3263
50	1268
50	6310
50	407
50	4672
50	4710
50	3657
50	9779
50	8739
51	310
51	6941
51	6858
51	2753
51	9590
51	685
51	2682
51	7756
51	1762
51	3500
51	8388
51	9845
51	4149
51	9828
51	3636
51	5536
51	9732
51	3470
51	431
51	5405
51	2036
51	6551
51	6333
51	28
51	9621
51	2620
51	7412
51	9096
51	1097
51	7258
51	4862
51	3416
51	4734
51	3361
51	5953
51	5095
51	1822
51	442
51	5960
51	6699
51	1145
51	1367
51	1442
51	8643
51	4046
51	6654
51	3128
51	2625
51	748
51	712
51	3197
51	9846
51	827
51	1307
51	7802
51	4286
51	146
51	9085
51	160
51	6659
51	3213
51	2017
51	7698
51	1028
51	8313
51	8574
51	2785
51	4234
51	8226
51	6895
51	7315
51	7055
51	3130
51	5240
51	7880
51	9636
51	4545
51	1761
52	5062
52	7880
53	3497
54	9847
55	9585
56	2259
56	2353
56	685
56	4234
56	7055
56	7470
56	7258
56	4734
57	7412
57	9841
58	3500
58	684
58	6815
58	3213
58	9169
59	3213
60	3213
60	7055
60	4973
61	3213
62	5815
63	2913
64	5539
64	5658
64	3213
64	9096
64	6551
65	1964
66	8660
66	8801
66	6207
66	131
66	1549
66	2690
66	602
66	4234
66	9590
66	4046
66	8809
66	9768
66	7055
66	8603
66	1268
66	3213
66	2687
66	9274
67	1077
67	130
67	131
67	250
67	2682
67	804
67	1762
67	9790
67	5602
67	3223
67	3918
67	2114
67	2923
67	9848
67	85
67	5641
67	5871
67	9020
67	9323
67	5954
67	2772
67	628
67	5382
67	1061
67	9849
67	4853
67	2216
67	9545
67	442
67	6607
67	4972
67	1225
67	9850
67	6654
67	3569
67	6567
67	4412
67	2901
67	6890
67	5621
67	8312
67	9735
67	2516
67	8341
67	674
67	9523
67	9851
67	9852
67	597
67	1519
67	8071
67	2959
68	3215
68	6214
68	3702
68	1081
68	5727
68	1605
68	3032
68	4959
68	309
68	1194
68	1959
68	7600
68	1863
68	9628
68	2174
68	5432
68	6729
